Sygnatura czasowa;Polityka RODO: ;Jestem: ;Sta¿ pracy: ;Szko³a:;Co jest prawd¹ o emocjach?;Z psychologicznego punktu widzenia emocje:;Co mo¿e pomóc w KONSTRUKTYWNYM ukojeniu nieprzyjemnych emocji? ;Jak wykonuje siê poprawny oddech przeponowy?;Co jest sposobem na zmniejszenie podatnoœci na odczuwanie nieprzyjemnych stanów emocjonalnych?
5.13.2025 15:30:29;Akceptujê;nauczycielem;11-15 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 15:32:23;Akceptujê;nauczycielem;1-5 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.13.2025 15:32:26;Akceptujê;nauczycielem;21 lat i wiêcej;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.13.2025 15:32:34;Akceptujê;nauczycielem;16-20 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech i wydech odbywaj¹ siê przez nos.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 15:33:24;Akceptujê;nauczycielem;6-10 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 15:33:42;Akceptujê;pedagogiem specjalnym;mniej ni¿ rok;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 15:34:20;Akceptujê;nauczycielem;21 lat i wiêcej;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Nie wiem;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.13.2025 15:35:20;Akceptujê;Nauczyciel wspó³organizuj¹cy kszta³cenie ;mniej ni¿ rok;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 15:35:43;Akceptujê;nauczycielem;1-5 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 15:36:06;Akceptujê;psychologiem;16-20 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 15:36:57;Akceptujê;nauczycielem;21 lat i wiêcej;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.13.2025 15:38:27;Akceptujê;nauczycielem;1-5 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.13.2025 15:39:56;Akceptujê;nauczycielem;11-15 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech i wydech odbywaj¹ siê przez nos.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 15:40:16;Akceptujê;nauczycielem;21 lat i wiêcej;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.13.2025 15:40:18;Akceptujê;nauczycielem;1-5 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 15:40:20;Akceptujê;nauczycielem;21 lat i wiêcej;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.13.2025 15:40:40;Akceptujê;nauczycielem;21 lat i wiêcej;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 15:41:05;Akceptujê;nauczycielem;1-5 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 15:41:22;Akceptujê;nauczycielem;21 lat i wiêcej;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 15:42:41;Akceptujê;nauczycielem;16-20 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 15:52:40;Akceptujê;nauczycielem;mniej ni¿ rok;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;¯adna z powy¿szych.
5.13.2025 15:54:48;Akceptujê;nauczycielem;16-20 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.13.2025 16:00:56;Akceptujê;nauczycielem;6-10 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 16:09:02;Akceptujê;nauczycielem;1-5 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 16:11:31;Akceptujê;nauczycielem;21 lat i wiêcej;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 17:08:58;Akceptujê;nauczycielem;1-5 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.13.2025 20:52:00;Akceptujê;nauczycielem;11-15 lat;Publiczna Szko³a Podstawowa nr 11 im. Orl¹t Lwowskich w Opolu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech i wydech odbywaj¹ siê przez nos.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.15.2025 15:40:45;Akceptujê;dyrektorem/wicedyrektorem;11-15 lat;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.15.2025 15:41:54;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ nr 21 w Warszawie;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Zjedzenie czegoœ s³odkiego.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.15.2025 15:42:11;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.15.2025 15:42:25;Akceptujê;nauczycielem;6-10 lat;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Nie wiem
5.15.2025 15:42:36;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.15.2025 15:42:41;Akceptujê;nauczycielem;6-10 lat;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.15.2025 15:43:19;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ nr 21 w Warszawie;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.15.2025 15:43:37;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ nr 21 w Warszawie;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez usta, a wydech – przez nos.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.15.2025 15:44:13;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.15.2025 15:44:36;Akceptujê;nauczycielem;1-5 lat;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.15.2025 15:46:02;Akceptujê;dyrektorem/wicedyrektorem;21 lat i wiêcej;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Zjedzenie czegoœ s³odkiego.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.15.2025 15:46:18;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.15.2025 15:49:50;Akceptujê;dyrektorem/wicedyrektorem;21 lat i wiêcej;Zespó³ Szkó³ nr 21 w Warszawie;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.15.2025 15:56:10;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.15.2025 15:56:32;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.15.2025 16:00:02;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.15.2025 16:27:42;Akceptujê;nauczycielem;1-5 lat;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.15.2025 16:38:47;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Zjedzenie czegoœ s³odkiego.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.15.2025 16:49:25;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ nr 21 w Warszawie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.19.2025 15:20:41;Akceptujê;nauczycielem;11-15 lat;IV Liceum Ogólnokszta³c¹ce im p³k. pil. Eugeniusza Hrobaczewskiego w Zielonej Górze;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.19.2025 15:21:28;Akceptujê;pedagogiem;21 lat i wiêcej;IV Liceum Ogólnokszta³c¹ce im p³k. pil. Eugeniusza Hrobaczewskiego w Zielonej Górze;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.19.2025 15:21:50;Akceptujê;nauczycielem;16-20 lat;IV Liceum Ogólnokszta³c¹ce im p³k. pil. Eugeniusza Hrobaczewskiego w Zielonej Górze;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.19.2025 15:31:41;Akceptujê;psychologiem;1-5 lat;IV Liceum Ogólnokszta³c¹ce im p³k. pil. Eugeniusza Hrobaczewskiego w Zielonej Górze;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
5.19.2025 15:43:44;Akceptujê;dyrektorem/wicedyrektorem;1-5 lat;IV Liceum Ogólnokszta³c¹ce im p³k. pil. Eugeniusza Hrobaczewskiego w Zielonej Górze;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez usta, a wydech – przez nos.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.
5.19.2025 16:36:10;Akceptujê;pedagogiem;21 lat i wiêcej;IV Liceum Ogólnokszta³c¹ce im p³k. pil. Eugeniusza Hrobaczewskiego w Zielonej Górze;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.
